strategy,market,balance_i,pnl,balance,bars,close_market,profit,loss,coin,id,trade_index
VOFBGFSY,highhigh,602.1103437619363,292.058773442832,582.8223621551979,4852,524,229,292,XRPUSDT,CA14Y67Y,472.2029750735733
XVYZHIZ0,highhigh,672.8058536492487,318.7998024629272,2545.1240959797865,5472,262,104,158,XRPUSDT,AXXX84GD,442.8595492374801
TKAYY7WQ,highhigh,672.8058536492487,318.7998024629272,2545.1240959797865,5472,262,104,158,XRPUSDT,4D38I7RZ,442.8595492374801
KWXRXCUI,highlow,1734.3544336449918,359.1012988065879,317.02940910401236,3159,220,84,136,XRPUSDT,01PYR5MX,1071.2189148983773
UD0Q2YQU,highlow,1734.3544336449918,359.1012988065879,317.02940910401236,3159,220,84,136,XRPUSDT,5EKWIF27,1071.2189148983773
APZ9H6NE,highlow,1795.599393089851,367.33207620409075,890.0495003647402,3335,203,77,126,XRPUSDT,EZIMR1MJ,1097.3107402215758
51TRHUXG,highlow,1795.599393089851,367.33207620409075,890.0495003647402,3335,203,77,126,XRPUSDT,6TFYB45K,1097.3107402215758
UGVANH47,highlow,1816.2822648425224,368.99923791925704,348.53945809390495,3175,238,86,152,XRPUSDT,L3Q98XAP,1027.6333866872167
897LLM4T,highlow,1816.2822648425224,368.99923791925704,348.53945809390495,3175,238,86,152,XRPUSDT,EPQESX77,1027.6333866872167
273EMJ79,highlow,1816.2822648425224,368.99923791925704,348.53945809390495,3175,238,86,152,XRPUSDT,2W7UYQX6,1027.6333866872167
66YNSFUM,highlow,1816.2822648425224,368.99923791925704,348.53945809390495,3175,238,86,152,XRPUSDT,E7G3HPE1,1027.6333866872167
6EGL3M40,highlow,1816.2822648425224,368.99923791925704,348.53945809390495,3175,238,86,152,XRPUSDT,YYC9GJ6P,1027.6333866872167
BBPTSH0P,highlow,1816.2822648425224,368.99923791925704,348.53945809390495,3175,238,86,152,XRPUSDT,ZGIBOM8P,1027.6333866872167
YHETRQYW,highlow,1848.5012582170448,377.775396316282,1021.2027727814014,3050,221,84,137,XRPUSDT,Y9IJZNJQ,1133.3876327754142
WJQH83C6,highlow,1848.5012582170448,377.775396316282,1021.2027727814014,3050,221,84,137,XRPUSDT,8DPZXA5Z,1133.3876327754142
ALG0N05Z,highlow,1848.5012582170448,377.775396316282,1021.2027727814014,3050,221,84,137,XRPUSDT,8WIEKXRO,1133.3876327754142
5LN097J8,highlow,1871.7198135119752,361.6791867169568,772.6414255055264,3110,238,88,150,XRPUSDT,VN29GA8R,1098.0756239270254
HVPD2MPF,highlow,1882.8880941504312,374.3068128631036,717.3555858676538,3077,238,88,150,XRPUSDT,TQPF7FEF,1104.6276819015864
582M0ZKB,highlow,1887.6511675130382,369.6338610346018,172.24114449548696,3345,229,83,146,XRPUSDT,U1RVA5VN,1073.1167596135765
F927VV54,highlow,1887.6511675130382,369.6338610346018,172.24114449548696,3345,229,83,146,XRPUSDT,712FVRTY,1073.1167596135765
O1IFS69X,highlow,1887.6511675130382,369.6338610346018,172.24114449548696,3345,229,83,146,XRPUSDT,HQLY2MF7,1073.1167596135765
MS4HBYP9,highlow,1935.1513261997884,383.92108614048516,721.0356046624552,3027,235,87,148,XRPUSDT,JQQUK93V,1137.555171482308
VJN208NB,highlow,1935.1513261997884,383.92108614048516,721.0356046624552,3027,235,87,148,XRPUSDT,AVRE5Q1J,1137.555171482308
QQO00EOJ,highlow,1958.518369210148,379.8644666539877,893.9435301163047,4244,355,128,227,XRPUSDT,R4BIM48G,1104.3627808762067
J5SZKNX6,highlow,1981.8208348515993,369.66180269812253,460.32677309551826,3108,251,91,160,XRPUSDT,N47TFUC5,1127.160599821847
UPW1JTD9,highlow,1981.8208348515993,369.66180269812253,460.32677309551826,3108,251,91,160,XRPUSDT,BT6G057G,1127.160599821847
P3K947MR,highlow,1986.8111248931916,372.075954552395,126.53073242105022,3179,215,82,133,XRPUSDT,XLPB0J2U,1224.9512198589603
S3JQK4C5,highlow,1986.8111248931916,372.075954552395,126.53073242105022,3179,215,82,133,XRPUSDT,HEHHRIXF,1224.9512198589603
ER3X4FDX,highlow,1986.8111248931916,372.075954552395,126.53073242105022,3179,215,82,133,XRPUSDT,GDB1MAQ4,1224.9512198589603
FDABR8S6,highlow,2075.152254710671,378.389967412498,1030.666781167199,3308,257,97,160,XRPUSDT,G0U831CC,1258.0610544183442
F00SMTOF,highlow,2075.152254710671,378.389967412498,1030.666781167199,3308,257,97,160,XRPUSDT,WPGDZZ1C,1258.0610544183442
2Y8IKUJY,highlow,2094.3445576895674,374.05737916151537,510.05519992380994,3800,201,97,104,XRPUSDT,M6ACNFYE,1953.379058614308
79M484ZP,highlow,2094.3445576895674,374.05737916151537,510.05519992380994,3800,201,97,104,XRPUSDT,IVQL5ND0,1953.379058614308
K97U6JJJ,highlow,2094.3445576895674,374.05737916151537,510.05519992380994,3800,201,97,104,XRPUSDT,K1SU9K9T,1953.379058614308
V0ZVSO04,highlow,2129.641797813061,380.2482098639195,1814.1609403672323,3351,269,92,177,XRPUSDT,8U5WQCXD,1106.9324598802352
G8YX484Y,highlow,2150.6842134207573,383.5480535986948,472.7088375876667,2725,202,80,122,XRPUSDT,DFBXC2DU,1410.284730111972
8L09W3PM,highlow,2176.972295005467,382.58242967509545,1811.292458781417,3348,270,95,175,XRPUSDT,QHA27K2S,1181.784960145825
BE4VWFBH,highlow,2226.5886008582916,382.9185993280308,1249.1024627745562,3314,288,102,186,XRPUSDT,QAWTWIN9,1221.032458535192
4DXEAD0S,highlow,2226.631535315988,383.3915525550343,731.8520976599839,3100,242,88,154,XRPUSDT,8EZXDELT,1272.3608773234216
467TGFN3,highlow,2226.631535315988,383.3915525550343,731.8520976599839,3100,242,88,154,XRPUSDT,65QS4PFA,1272.3608773234216
3SBK1ZBN,highlow,2275.820001657305,390.4660367843345,2304.081861985054,3607,290,100,190,XRPUSDT,IW1A33KE,1197.8000008722659
18681KTH,highlow,2349.21961069071,393.7555617744297,2349.189964231338,3605,291,103,188,XRPUSDT,ZFSZ2UUG,1287.0724462826763
SHVIQOSQ,highlow,2367.050641651198,392.6323721710177,1388.8444831115255,3605,311,109,202,XRPUSDT,UUA69YUN,1277.2699006929731
